ticker,date,score_100,score_equal,score_risk2x,score_risk4x,score_risk_only,20거래일(약1개월),60거래일(약3개월),120거래일(약6개월)
086790.KS,2025-05-19,66.9,71.4,74.0,77.7,92.8,18.82530120481927,28.463855421686745,42.16867469879517
086790.KS,2025-06-18,65.6,70.4,70.6,71.0,72.5,16.223067173637506,11.15335868187579,17.490494296577943
086790.KS,2025-07-16,59.7,65.3,65.5,65.7,66.9,-6.979280261723009,-6.106870229007633,4.798255179934574
015760.KS,2022-09-01,15.9,27.5,33.7,42.5,78.9,-2.457002457002455,1.7199017199017286,-10.76167076167076
015760.KS,2022-10-04,19.3,30.4,35.0,41.4,67.9,-15.617128463476073,13.09823677581865,-7.304785894206544
015760.KS,2022-11-02,9.8,22.2,27.4,34.6,64.6,23.582089552238816,20.298507462686576,10.80597014925373
015760.KS,2022-11-30,73.6,77.2,76.2,74.8,69.1,8.45410628019323,-12.270531400966178,-11.111111111111116
015760.KS,2022-12-28,79.5,82.3,80.8,78.7,70.1,-10.244988864142536,-18.04008908685969,-15.011135857461024
015760.KS,2023-01-30,12.5,24.6,29.3,35.9,63.1,-9.875930521091814,-7.890818858560788,-3.523573200992558
015760.KS,2023-02-27,21.5,32.4,37.6,45.0,75.6,1.3215859030837107,1.3215859030837107,-1.156387665198233
015760.KS,2023-03-28,27.5,37.5,42.0,48.4,74.9,0.8695652173912993,3.695652173913033,-1.8478260869565168
015760.KS,2023-04-25,38.2,46.7,49.4,53.2,68.9,-0.8620689655172376,4.741379310344818,-12.06896551724138
015760.KS,2023-05-25,24.4,34.8,39.3,45.6,71.8,3.695652173913033,-2.445652173913049,-2.445652173913049
015760.KS,2023-06-26,32.2,41.6,45.6,51.4,75.1,1.8867924528301885,-5.345911949685533,-2.358490566037741
015760.KS,2023-07-24,37.5,46.1,48.6,52.1,66.6,-7.664609053497939,-16.049382716049386,-7.253086419753085
015760.KS,2023-08-22,12.1,24.2,31.0,40.7,80.4,0.6128133704735417,0.0,30.36211699164346
015760.KS,2023-09-19,23.8,34.3,39.8,47.5,79.5,-9.634551495016607,3.1561461794019863,23.477297895902534
015760.KS,2023-10-24,11.0,23.3,28.3,35.5,65.0,9.987745098039213,10.477941176470583,25.0
015760.KS,2023-11-21,37.2,45.8,48.3,51.8,66.2,3.788300835654601,30.36211699164346,11.36490250696378
015760.KS,2023-12-19,47.5,54.7,56.8,59.6,71.5,-3.2206119162640934,19.699409554482017,7.890499194847012
015760.KS,2024-01-19,26.4,36.6,40.0,44.7,64.5,29.783693843594005,13.14475873544094,8.596783139212416
015760.KS,2024-02-20,82.1,84.6,82.8,80.4,70.4,-4.700854700854706,-14.572649572649576,-17.692307692307697
015760.KS,2024-03-20,47.0,54.3,55.4,57.0,63.6,-8.520179372197312,-9.865470852017932,-1.5695067264574036
015760.KS,2024-04-18,14.4,26.2,31.3,38.6,68.8,-2.0098039215686314,-4.019607843137251,3.1862745098039325
015760.KS,2024-05-21,18.0,29.3,33.7,39.9,65.4,0.5502751375687787,-3.6518259129564745,13.056528264132062
015760.KS,2024-06-19,25.9,36.1,41.1,48.1,77.0,-2.5870646766169125,9.203980099502497,6.218905472636815
015760.KS,2024-07-17,21.9,32.7,37.6,44.5,73.0,-1.634320735444328,7.507660878447386,4.187946884576088
015760.KS,2024-08-14,18.5,29.7,34.5,41.4,69.6,13.966770508826576,17.341640706126693,10.072689511941846
015760.KS,2024-09-12,54.8,61.1,62.7,65.0,74.5,-4.100227790432798,-2.733485193621865,-0.4555808656036442
015760.KS,2024-10-18,28.8,38.6,42.3,47.6,69.5,7.3634204275534465,-3.0878859857482177,14.964370546318296
015760.KS,2024-11-15,49.5,56.4,58.6,61.6,74.0,-5.530973451327437,-6.194690265486724,25.663716814159287
015760.KS,2024-12-13,19.2,30.4,35.0,41.6,68.8,-4.449648711943799,2.3419203747072626,35.36299765807962
015760.KS,2025-01-15,17.5,28.9,34.8,43.1,77.5,3.9215686274509887,18.62745098039216,78.921568627451
015760.KS,2025-02-18,38.8,47.3,51.7,57.9,83.5,3.0660377358490587,33.96226415094339,86.5566037735849
015760.KS,2025-03-19,37.4,46.0,48.8,52.9,69.4,10.755148741418765,32.26544622425629,71.85354691075514
015760.KS,2025-04-16,66.2,70.8,72.9,75.9,88.0,17.355371900826455,50.82644628099173,76.44628099173553
015760.KS,2025-05-19,86.7,88.6,86.7,83.9,72.8,1.760563380281699,39.260563380281695,66.90140845070422
015760.KS,2025-06-18,54.6,60.9,61.5,62.4,65.9,26.29757785467128,29.93079584775087,72.1453287197232
015760.KS,2025-07-16,50.4,57.3,57.6,58.1,60.0,8.356164383561637,16.98630136986301,46.84931506849315
034730.KS,2022-09-01,38.9,47.3,50.3,54.6,72.0,-9.843400447427298,-2.0134228187919434,-20.22371364653244
034730.KS,2022-10-04,16.9,28.3,32.7,38.7,63.9,8.436724565756816,-2.481389578163773,-17.5682382133995
034730.KS,2022-11-02,34.5,43.5,46.9,51.8,71.8,0.2288329519450904,-8.558352402745994,-25.35469107551488
034730.KS,2022-11-30,43.6,51.4,54.4,58.6,76.0,-10.273972602739722,-18.58447488584475,-22.46575342465753
034730.KS,2022-12-28,14.8,26.6,32.4,40.7,74.9,1.6793893129771087,-15.47073791348601,-22.84987277353689
034730.KS,2023-01-30,18.2,29.5,34.0,40.4,66.9,-10.760760760760755,-18.368368368368373,-25.82582582582582
034730.KS,2023-02-27,17.2,28.6,32.3,37.5,58.9,-6.842400448681996,-4.767246214245658,-20.35894559730791
034730.KS,2023-03-28,9.7,22.1,27.6,35.3,67.2,-1.80614087898856,-8.729680915111382,-9.090909090909092
034730.KS,2023-04-25,15.8,27.4,30.9,35.9,56.4,4.107909258123854,-9.135499693439607,-13.120784794604534
034730.KS,2023-05-25,31.3,40.8,44.7,50.2,73.0,-10.718492343934038,-16.37220259128387,-3.4157832744405203
034730.KS,2023-06-26,10.8,23.1,26.6,31.5,51.7,-2.242744063324542,-0.395778364116095,15.897097625329826
034730.KS,2023-07-24,15.7,27.3,31.8,38.2,64.6,-4.183535762483126,-4.385964912280704,3.778677462887981
034730.KS,2023-08-22,17.7,29.1,33.3,39.2,63.7,6.338028169014076,15.492957746478876,40.14084507042253
034730.KS,2023-09-19,40.3,48.6,51.1,54.8,69.9,-6.158940397350998,16.357615894039746,21.19205298013245
034730.KS,2023-10-24,12.4,24.5,27.5,31.7,49.0,15.73747353563868,8.53916725476358,10.656316160903325
034730.KS,2023-11-21,59.8,65.3,65.1,64.7,63.3,7.13414634146341,21.34146341463414,-7.682926829268288
034730.KS,2023-12-19,66.3,71.0,71.5,72.3,75.5,-12.464428002276604,4.154809334092202,-4.894706886738764
034730.KS,2024-01-19,14.7,26.5,31.1,37.7,64.9,29.388816644993486,1.950585175552666,1.3654096228868706
034730.KS,2024-02-20,54.8,61.0,59.9,58.2,51.5,-8.040201005025127,-23.919597989949747,-30.552763819095475
034730.KS,2024-03-20,20.3,31.3,34.7,39.6,59.6,-14.316939890710378,-8.688524590163937,-21.14754098360656
034730.KS,2024-04-18,7.7,20.5,24.7,30.8,55.8,-3.4438775510204134,-0.5739795918367374,-5.548469387755106
034730.KS,2024-05-21,9.8,22.2,25.8,31.0,52.2,10.36988110964332,-8.718626155878473,-10.700132100396296
034730.KS,2024-06-19,24.0,34.5,34.2,33.9,32.5,-6.702573309395577,-13.644524236983846,-15.739078396169958
034730.KS,2024-07-17,17.8,29.1,33.0,38.5,61.3,-11.353431686978832,-5.003207184092362,-8.915971776779985
034730.KS,2024-08-14,7.3,20.1,23.5,28.3,48.0,4.413892908827788,-2.170767004341534,8.031837916063678
034730.KS,2024-09-12,37.4,46.0,47.9,50.5,61.4,2.633402633402637,-2.425502425502424,-4.088704088704088
034730.KS,2024-10-18,34.8,43.8,46.2,49.4,63.0,-8.710330857528692,-4.118838622552334,-18.63605671843349
034730.KS,2024-11-15,7.2,20.0,23.4,28.3,48.4,4.142011834319526,10.428994082840235,2.5887573964497035
034730.KS,2024-12-13,32.4,41.7,43.5,46.0,56.4,0.8522727272727293,-1.7045454545454586,39.27556818181819
034730.KS,2025-01-15,30.7,40.2,42.1,44.7,55.5,5.14084507042254,-15.140845070422538,57.3943661971831
034730.KS,2025-02-18,45.6,53.1,54.0,55.2,60.1,-7.300736771600802,-7.099799062290691,25.720026791694583
034730.KS,2025-03-19,24.1,34.6,38.5,43.9,66.5,-12.933526011560692,41.69075144508672,59.32080924855492
034730.KS,2025-04-16,8.6,21.2,25.0,30.4,52.6,15.103734439834016,85.47717842323652,82.9875518672199
034730.KS,2025-05-19,47.4,54.6,55.9,57.7,65.0,41.38428262436915,35.328046142754154,86.01297764960346
034730.KS,2025-06-18,57.9,63.7,61.6,58.7,46.5,13.972463029066803,12.442631310555829,36.40999490056094
034730.KS,2025-07-16,54.9,61.1,60.2,58.8,53.2,-16.0178970917226,-1.342281879194629,32.21476510067114
018260.KS,2022-09-01,15.1,26.8,31.8,38.9,68.1,-7.539682539682535,1.1904761904761862,-0.8730158730158699
018260.KS,2022-10-04,19.1,30.3,34.8,41.3,67.9,7.725321888412018,7.725321888412018,2.489270386266096
018260.KS,2022-11-02,36.7,45.4,48.5,52.8,70.5,1.5936254980079667,0.8764940239043728,-5.737051792828685
018260.KS,2022-11-30,52.0,58.6,60.9,64.2,77.8,-1.5686274509803977,-2.039215686274509,-4.3921568627451
018260.KS,2022-12-28,34.7,43.7,46.4,50.2,65.8,0.8764940239043728,-4.8605577689243,-1.354581673306776
018260.KS,2023-01-30,19.1,30.3,34.8,41.2,67.6,-1.3428120063191162,-6.556082148499209,0.7109004739336511
018260.KS,2023-02-27,34.0,43.1,45.1,47.9,59.4,-4.403522818254602,-2.401921537229778,7.846277021617287
018260.KS,2023-03-28,18.0,29.3,35.2,43.5,77.8,-0.9212730318257978,3.685092127303191,13.06532663316582
018260.KS,2023-04-25,19.0,30.2,35.7,43.5,75.8,3.0431107354184306,7.77683854606932,11.242603550295849
018260.KS,2023-05-25,39.8,48.1,51.6,56.4,76.5,1.558654634946688,10.500410172272346,19.606234618539787
018260.KS,2023-06-26,36.3,45.1,49.3,55.2,79.9,2.988691437802915,9.04684975767367,34.652665589660735
018260.KS,2023-07-24,29.5,39.2,40.3,41.9,48.5,5.647058823529405,3.2156862745098103,30.666666666666664
018260.KS,2023-08-22,47.0,54.3,54.5,54.7,55.8,0.222717149220486,8.24053452115814,17.668893838158862
018260.KS,2023-09-19,31.0,40.5,43.0,46.6,61.3,-2.51851851851852,23.48148148148148,17.407407407407405
018260.KS,2023-10-24,20.3,31.3,36.7,44.5,76.5,10.79027355623101,26.595744680851062,13.677811550151976
018260.KS,2023-11-21,50.2,57.1,58.8,61.2,71.1,14.334705075445807,8.71056241426611,13.923182441700966
018260.KS,2023-12-19,59.3,64.9,65.8,67.1,72.5,-0.0599880023995247,-4.9190161967606505,-9.238152369526098
018260.KS,2024-01-19,39.7,48.0,51.3,55.8,74.8,-4.861944777911164,-10.20408163265306,-6.302521008403361
018260.KS,2024-02-20,20.0,31.1,35.9,42.7,70.9,0.0,4.7949526813880095,-10.03154574132492
018260.KS,2024-03-20,24.7,35.1,39.7,46.2,73.1,-5.615141955835967,-4.542586750788646,1.1987381703470137
018260.KS,2024-04-18,18.7,29.9,35.4,43.1,75.0,11.029411764705888,4.344919786096257,-1.8048128342246008
018260.KS,2024-05-21,64.0,68.9,69.7,70.8,75.2,-8.910295003010237,-14.148103552077062,-15.954244431065623
018260.KS,2024-06-19,13.4,25.4,31.1,39.3,72.9,3.172504957039002,6.014540647719757,-7.2042300066093805
018260.KS,2024-07-17,26.7,36.8,41.4,47.8,74.2,-8.648302370275463,-5.893657911595129,-20.8199871877002
018260.KS,2024-08-14,10.3,22.7,28.1,35.7,67.1,12.482468443197758,-2.103786816269282,-9.116409537166902
018260.KS,2024-09-12,58.5,64.2,65.8,68.0,77.1,-8.416458852867825,-12.468827930174564,-23.877805486284288
018260.KS,2024-10-18,13.8,25.7,31.6,39.8,73.9,-4.969366916269569,-15.861130020422054,-21.44315861130021
018260.KS,2024-11-15,24.3,34.8,38.8,44.6,68.4,0.5730659025787954,-7.163323782234954,-4.871060171919773
018260.KS,2024-12-13,22.5,33.2,36.9,42.2,64.1,-11.965811965811968,-13.034188034188032,14.743589743589736
018260.KS,2025-01-15,6.4,19.3,24.3,31.4,60.6,4.854368932038833,-6.6343042071197456,51.61812297734627
018260.KS,2025-02-18,24.8,35.2,38.1,42.3,59.5,-5.7870370370370345,2.4691358024691468,17.28395061728396
018260.KS,2025-03-19,22.7,33.4,38.3,45.2,73.9,-5.487305487305482,31.94103194103195,33.90663390663391
018260.KS,2025-04-16,16.7,28.2,32.7,39.0,65.1,15.077989601386488,62.39168110918545,43.41421143847486
018260.KS,2025-05-19,66.6,71.2,71.7,72.5,75.4,21.31024096385543,14.457831325301209,26.204819277108427
018260.KS,2025-06-18,79.3,82.2,79.2,75.0,57.8,16.32526381129733,1.4897579143389184,9.062693978895098
018260.KS,2025-07-16,69.7,73.9,72.6,70.8,63.4,-18.89007470651014,-11.686232657417284,-3.575240128068302
010130.KS,2022-09-01,71.5,75.4,74.2,72.5,65.3,-7.298136645962739,-2.1739130434782594,-7.453416149068326
010130.KS,2022-10-04,39.3,47.6,50.8,55.2,73.5,4.020100502512558,-3.68509212730318,-10.552763819095478
010130.KS,2022-11-02,46.2,53.6,56.0,59.5,73.9,1.449275362318847,-9.178743961352652,-15.61996779388084
010130.KS,2022-11-30,33.8,43.0,45.4,48.9,63.1,-8.730158730158733,-5.3968253968254,-23.412698412698408
010130.KS,2022-12-28,29.6,39.3,44.9,52.9,85.8,-1.9130434782608676,-7.130434782608697,-14.260869565217394
010130.KS,2023-01-30,14.5,26.3,31.8,39.7,72.0,5.673758865248235,-7.092198581560282,-16.755319148936167
010130.KS,2023-02-27,60.9,66.3,67.6,69.5,77.1,-10.402684563758392,-19.043624161073826,-20.553691275167782
010130.KS,2023-03-28,14.9,26.6,32.3,40.3,73.4,-1.8726591760299671,-7.677902621722843,2.2471910112359605
010130.KS,2023-04-25,18.6,29.8,34.2,40.5,66.5,-7.919847328244279,-10.400763358778631,-9.732824427480914
010130.KS,2023-05-25,11.4,23.7,29.7,38.2,73.5,2.1761658031087983,-1.865284974093262,2.590673575129543
010130.KS,2023-06-26,22.8,33.5,38.9,46.6,78.2,-4.766734279918861,10.75050709939147,0.5070993914807254
010130.KS,2023-07-24,18.9,30.1,34.9,41.8,70.2,0.8519701810436597,0.7454739084131967,-2.4494142705005277
010130.KS,2023-08-22,17.9,29.2,31.8,35.4,50.3,15.311510031678988,4.540654699049629,-2.8511087645195388
010130.KS,2023-09-19,59.0,64.7,64.7,64.8,65.0,-13.369963369963369,-9.24908424908425,-19.505494505494504
010130.KS,2023-10-24,13.1,25.1,30.9,39.0,72.5,4.651162790697683,-3.1712473572938715,-0.2114164904862603
010130.KS,2023-11-21,29.9,39.6,42.6,46.9,64.6,0.1010101010100905,-7.070707070707072,8.484848484848495
010130.KS,2023-12-19,25.8,36.1,40.2,46.0,69.9,-7.568113017154388,-11.301715438950556,0.1009081735620531
010130.KS,2024-01-19,19.0,30.2,35.8,43.7,76.5,0.4366812227074135,3.056768558951961,17.248908296943235
010130.KS,2024-02-20,22.1,32.8,38.0,45.3,75.5,-4.456521739130437,16.739130434782613,11.304347826086955
010130.KS,2024-03-20,16.0,27.6,32.6,39.7,69.1,7.394766780432316,12.85551763367463,26.50739476678044
010130.KS,2024-04-18,44.8,52.4,53.9,55.9,64.4,13.771186440677962,13.771186440677962,74.57627118644068
010130.KS,2024-05-21,77.8,80.8,80.0,78.7,73.6,-7.635009310986963,-4.655493482309126,92.36499068901304
010130.KS,2024-06-19,23.4,34.0,38.2,44.2,68.8,8.266129032258075,12.096774193548375,146.9758064516129
010130.KS,2024-07-17,53.6,60.0,62.1,65.1,77.2,-4.655493482309126,53.44506517690875,54.37616387337059
010130.KS,2024-08-14,26.2,36.4,39.5,44.0,62.6,8.59375,101.7578125,58.984375
010130.KS,2024-09-12,70.5,74.5,75.4,76.7,82.0,48.20143884892085,120.32374100719424,48.74100719424461
010130.KS,2024-10-18,64.9,69.8,68.1,65.8,56.2,25.36407766990292,0.6067961165048485,-16.140776699029125
010130.KS,2024-11-15,48.7,55.8,54.9,53.6,48.5,18.586640851887704,-21.20038722168441,-23.13649564375605
010130.KS,2024-12-13,37.4,46.1,44.5,42.3,33.1,-32.326530612244895,-32.48979591836735,-31.75510204081633
010130.KS,2025-01-15,0.0,11.3,13.5,16.5,29.2,-1.8094089264173665,-16.64656212303981,-1.0856453558504175
010130.KS,2025-02-18,13.3,25.3,26.9,29.3,38.9,1.5970515970515908,-2.457002457002455,-2.33415233415234
010130.KS,2025-03-19,14.7,26.5,26.3,26.2,25.5,-16.444981862152353,1.0882708585247869,10.519951632406288
010130.KS,2025-04-16,5.5,18.5,21.3,25.1,41.0,14.905933429811856,18.668596237337187,76.98986975397975
010130.KS,2025-05-19,33.2,42.4,42.4,42.3,41.9,5.289672544080615,0.1259445843828643,42.9471032745592
010130.KS,2025-06-18,46.4,53.8,53.7,53.5,52.6,-1.9138755980861235,9.330143540669855,81.57894736842107
010130.KS,2025-07-16,34.7,43.7,43.5,43.1,41.8,-3.0487804878048808,49.14634146341464,57.31707317073172
011200.KS,2022-09-01,3.6,16.9,21.1,27.0,51.6,-13.425925925925933,3.240740740740744,4.861111111111116
011200.KS,2022-10-04,12.6,24.7,27.2,30.8,45.5,1.6042780748663166,7.486631016042788,7.219251336898402
011200.KS,2022-11-02,20.6,31.5,34.9,39.6,59.2,17.36842105263159,22.631578947368425,9.473684210526322
011200.KS,2022-11-30,60.7,66.2,64.3,61.6,50.5,-9.865470852017932,1.5695067264573923,-18.385650224215244
011200.KS,2022-12-28,30.5,40.1,40.8,41.8,45.9,15.920398009950244,-0.248756218905477,-7.412935323383085
011200.KS,2023-01-30,42.0,50.0,50.7,51.7,55.9,-2.7896995708154515,-10.729613733905571,-24.24892703862661
011200.KS,2023-02-27,49.9,56.8,56.6,56.3,55.0,-11.479028697571747,-19.646799116997794,-24.061810154525386
011200.KS,2023-03-28,11.1,23.3,28.5,35.9,66.2,3.740648379052369,-7.182044887780547,-17.107231920199506
011200.KS,2023-04-25,22.7,33.3,36.2,40.2,56.8,-12.5,-15.14423076923077,-30.480769230769237
011200.KS,2023-05-25,8.0,20.7,24.9,30.9,55.6,2.2527472527472447,-5.494505494505497,-11.593406593406597
011200.KS,2023-06-26,19.1,30.3,33.2,37.4,54.5,-5.15851692638366,-10.693175711982803,-0.967221923696937
011200.KS,2023-07-24,13.6,25.5,27.5,30.3,42.0,-2.5495750708215303,-18.073654390934845,8.895184135977342
011200.KS,2023-08-22,15.0,26.7,28.8,31.9,44.4,-3.3720930232558177,-6.45348837209302,8.255813953488378
011200.KS,2023-09-19,15.2,26.9,30.0,34.4,52.4,-12.996389891696747,10.890493381468104,-5.53549939831528
011200.KS,2023-10-24,12.2,24.3,27.4,31.8,50.0,11.272475795297376,32.91839557399723,1.3831258644536604
011200.KS,2023-11-21,30.0,39.6,39.8,40.1,41.2,14.543194530764447,15.724052206339344,5.717837165941586
011200.KS,2023-12-19,67.4,71.9,67.9,62.3,39.0,4.286489419424844,-14.812805208898538,0.434074877916446
011200.KS,2024-01-19,41.9,49.9,47.9,45.1,33.4,-3.1217481789802326,-23.725286160249738,-6.6077003121748135
011200.KS,2024-02-20,16.0,27.6,30.4,34.3,50.6,-15.68206229860365,-8.64661654135338,-5.316863587540277
011200.KS,2024-03-20,7.9,20.6,25.1,31.5,58.0,-6.6242038216560495,17.89808917197453,5.414012738853513
011200.KS,2024-04-18,6.1,19.0,22.9,28.5,51.4,16.0300136425648,22.44201909959072,17.189631650750336
011200.KS,2024-05-21,31.9,41.3,40.6,39.7,35.8,8.818342151675495,3.6449147560258632,7.231040564373892
011200.KS,2024-06-19,54.3,60.6,58.8,56.2,45.8,-3.025391680172884,-10.588870880605084,1.5667206915181089
011200.KS,2024-07-17,21.4,32.2,34.9,38.6,54.0,-1.7827298050139273,-4.289693593314759,10.30640668523677
011200.KS,2024-08-14,25.8,36.0,37.1,38.7,45.4,-6.125921724333527,3.460011344299496,3.119682359614284
011200.KS,2024-09-12,14.3,26.1,30.2,35.9,59.4,3.806646525679769,13.595166163142004,20.84592145015105
011200.KS,2024-10-18,20.1,31.1,33.8,37.7,53.6,6.169965075669381,15.25029103608848,13.154831199068685
011200.KS,2024-11-15,47.2,54.5,53.5,52.2,46.6,3.0701754385964897,-0.3289473684210509,23.629385964912288
011200.KS,2024-12-13,47.1,54.4,54.9,55.6,58.4,5.319148936170204,6.382978723404253,22.074468085106385
011200.KS,2025-01-15,64.6,69.5,67.8,65.4,55.5,-8.18181818181818,-1.8181818181818188,27.27272727272727
011200.KS,2025-02-18,10.8,23.1,26.5,31.1,50.5,10.011001100110018,24.03740374037404,24.03740374037404
011200.KS,2025-03-19,40.7,48.9,48.3,47.4,44.0,-2.8000000000000025,14.749999999999996,19.500000000000007
011200.KS,2025-04-16,19.5,30.6,32.7,35.6,47.6,15.997942386831276,29.629629629629623,6.995884773662553
011200.KS,2025-05-19,57.8,63.6,62.1,60.0,51.4,1.7738359201773912,0.0,-13.880266075388024
011200.KS,2025-06-18,59.2,64.8,63.2,60.8,51.2,9.80392156862746,4.139433551198257,-9.58605664488017
011200.KS,2025-07-16,57.5,63.4,63.0,62.6,60.6,-10.515873015873012,-17.460317460317466,-17.65873015873016
032830.KS,2022-09-01,36.8,45.5,49.6,55.3,79.0,-0.649350649350644,19.15584415584415,9.253246753246746
032830.KS,2022-10-04,27.1,37.2,40.9,46.1,67.8,9.967320261437916,17.647058823529417,2.614379084967311
032830.KS,2022-11-02,54.8,61.0,63.5,67.0,81.5,9.063893016344714,5.349182763744431,-2.377414561664193
032830.KS,2022-11-30,81.9,84.4,84.9,85.6,88.4,-1.9073569482288777,-8.31062670299727,-8.038147138964579
032830.KS,2022-12-28,44.7,52.3,54.7,58.0,71.9,-1.5277777777777724,-12.777777777777777,-9.583333333333332
032830.KS,2023-01-30,18.9,30.1,36.8,46.2,85.4,-5.077574047954869,-7.334273624823695,-3.5260930888575404
032830.KS,2023-02-27,32.9,42.2,47.2,54.4,84.1,-6.686478454680533,0.2971768202080227,-2.228826151560181
032830.KS,2023-03-28,14.8,26.6,33.4,43.1,82.9,4.617834394904463,3.662420382165599,14.012738853503182
032830.KS,2023-04-25,33.2,42.4,48.1,56.1,89.1,2.7397260273972712,4.109589041095885,8.219178082191792
032830.KS,2023-05-25,53.9,60.3,63.9,69.0,89.9,-3.555555555555556,-2.51851851851852,2.9629629629629672
032830.KS,2023-06-26,22.1,32.8,39.1,48.0,84.5,5.069124423963123,9.98463901689708,8.141321044546856
032830.KS,2023-07-24,37.4,46.1,49.7,54.9,76.4,-3.801169590643272,3.9473684210526327,-11.111111111111116
032830.KS,2023-08-22,21.6,32.4,38.8,47.8,85.1,8.814589665653493,5.623100303951367,24.164133738601823
032830.KS,2023-09-19,48.6,55.7,59.7,65.5,89.1,-0.6983240223463638,-1.6759776536312887,33.79888268156424
032830.KS,2023-10-24,44.2,51.9,55.8,61.3,84.0,-2.250351617440227,-14.486638537271446,9.704641350210965
032830.KS,2023-11-21,22.6,33.3,40.0,49.4,88.2,1.2949640287769792,17.55395683453238,32.086330935251794
032830.KS,2023-12-19,31.3,40.8,47.1,56.0,92.9,-13.636363636363637,36.07954545454546,24.14772727272727
032830.KS,2024-01-19,11.6,23.8,29.7,38.1,72.9,34.375,28.28947368421053,52.30263157894737
032830.KS,2024-02-20,55.2,61.4,62.0,62.7,66.0,17.25826193390454,12.36230110159118,7.955936352509174
032830.KS,2024-03-20,54.6,60.9,60.8,60.6,60.1,-18.580375782881,-8.768267223382043,0.4175365344467607
032830.KS,2024-04-18,6.8,19.7,25.4,33.5,66.8,17.692307692307697,18.71794871794872,29.487179487179493
032830.KS,2024-05-21,36.8,45.5,47.9,51.2,64.9,-4.793028322440085,-3.9215686274509776,6.318082788671031
032830.KS,2024-06-19,30.6,40.2,44.0,49.4,71.8,5.949656750572085,10.068649885583516,13.043478260869556
032830.KS,2024-07-17,50.6,57.4,59.6,62.5,74.9,-4.751619870410362,9.071274298056164,-1.7278617710583144
032830.KS,2024-08-14,27.0,37.0,40.1,44.5,62.6,9.0702947845805,10.657596371882082,14.965986394557817
032830.KS,2024-09-12,44.7,52.4,55.0,58.8,74.2,4.98960498960499,2.7027027027026973,-11.330561330561329
032830.KS,2024-10-18,46.4,53.8,56.8,61.1,78.8,-3.3663366336633693,-9.9009900990099,-21.089108910891085
032830.KS,2024-11-15,32.1,41.4,46.3,53.2,81.6,1.2295081967213184,3.893442622950816,-8.811475409836067
032830.KS,2024-12-13,21.6,32.4,35.8,40.7,60.6,-7.8947368421052655,-13.663967611336036,25.101214574898776
032830.KS,2025-01-15,8.9,21.5,27.4,35.9,70.8,11.428571428571432,-12.417582417582418,50.10989010989011
032830.KS,2025-02-18,33.1,42.3,44.6,47.8,61.0,-15.87771203155819,-12.228796844181456,23.57001972386588
032830.KS,2025-03-19,14.2,26.0,31.6,39.4,71.9,-6.565064478311844,44.90035169988276,88.62837045720984
032830.KS,2025-04-16,16.7,28.2,32.7,39.0,65.1,11.668757841907151,71.3927227101631,96.61229611041404
032830.KS,2025-05-19,65.7,70.4,71.2,72.2,76.4,38.87640449438203,40.786516853932575,72.58426966292136
032830.KS,2025-06-18,60.9,66.3,65.3,63.9,58.1,10.517799352750812,30.177993527508097,25.809061488673144
032830.KS,2025-07-16,61.5,66.8,67.4,68.2,71.5,-8.272327964860903,14.714494875549056,18.5212298682284
005490.KS,2022-09-01,46.3,53.7,55.3,57.5,66.6,-12.055335968379444,18.37944664031621,26.086956521739136
005490.KS,2022-10-04,12.9,24.9,28.6,33.7,55.0,16.179775280898866,30.78651685393259,52.35955056179776
005490.KS,2022-11-02,64.7,69.6,69.4,69.1,68.0,15.860735009671178,20.50290135396517,46.80851063829788
005490.KS,2022-11-30,77.5,80.6,79.2,77.2,69.1,-2.8380634390651083,6.510851419031716,21.869782971619365
005490.KS,2022-12-28,43.9,51.6,55.0,59.9,79.9,7.0446735395188975,16.49484536082475,37.45704467353952
005490.KS,2023-01-30,45.4,52.9,55.4,58.9,73.4,2.4077046548956598,21.8298555377207,106.09951845906905
005490.KS,2023-02-27,52.6,59.2,59.7,60.4,63.3,6.269592476489039,14.420062695924774,75.54858934169279
005490.KS,2023-03-28,53.8,60.2,61.9,64.2,74.0,11.946902654867264,17.994100294985248,74.92625368731562
005490.KS,2023-04-25,50.4,57.2,57.3,57.4,57.9,-3.820816864295129,69.1699604743083,24.901185770750978
005490.KS,2023-05-25,21.4,32.2,37.2,44.3,73.5,9.589041095890405,53.42465753424656,29.863013698630137
005490.KS,2023-06-26,53.0,59.5,62.2,66.0,81.6,60.5,48.24999999999999,24.0
005490.KS,2023-07-24,90.3,91.7,87.4,81.3,56.2,-12.772585669781932,-26.16822429906542,-35.43613707165109
005490.KS,2023-08-22,38.5,47.0,48.7,51.1,61.0,5.892857142857144,-15.357142857142858,-21.42857142857143
005490.KS,2023-09-19,51.6,58.3,59.1,60.2,64.8,-20.067453625632385,-16.357504215851606,-28.07757166947723
005490.KS,2023-10-24,12.3,24.4,28.9,35.4,62.0,0.0,-12.552742616033752,-17.721518987341767
005490.KS,2023-11-21,10.6,22.9,26.3,31.1,51.0,4.641350210970474,-7.172995780590719,-16.983122362869196
005490.KS,2023-12-19,43.4,51.2,53.3,56.2,68.4,-16.431451612903224,-14.01209677419355,-24.79838709677419
005490.KS,2024-01-19,8.3,20.9,26.0,33.2,63.0,6.151990349819059,-5.910735826296742,-11.821471652593484
